MoldingMachine_57,Timestamp_0,2017-01-01T00:00:10Z,null,null,null,null,1022.96,424.68,3276.0,0.73,-0.91,-0.0,11.98,17.2,16.64,18.17,51.47,0.96,15.46,0.98,0.04,55.21,0.01,-0.0,26.32,28.09,41.57,1.1,5.16,0.56,1.33,0.45,0.09,1.2,272.0,262.82,254.79,261.37,39.41,25.63,33.18,17.55,0.0,98.13,94.23,85.07,75.94,6.98,1543.15,1593.55,48.71,654.91,71.6,8.15,47.39,9.0,7.5,19.91,33.9,56.17,85.36,10.17,66.83,91.93,2.88,86.55,82.82,3.1,2110.7,736.75,16.07,78.03,165.0,33.71,79.17,19.6,33.31,5.9,31.18,1335.75,0.0,2.37,0.24,20.71,1.22,0.0,53.93,15.81,36.57,0.0,33.79,250.16,1208.47,42.95,76.69,47.37,75.7,84.57,16.01,12.62,838.12,3254.78,6.12,1400.0,-0.09,39.88,null,0.5,1.32,45.0,42.86,54.99,48.21,30.82,81.06,28.76,91.2,43.14,7.66,78.09,63.7,81.88
MoldingMachine_57,Timestamp_1,2017-01-01T00:00:20Z,null,null,null,null,1042.57,581.18,3276.0,0.86,238.68,0.0,9.69,13.81,3.72,9.57,51.47,1.01,15.46,1.01,0.07,55.21,0.02,-0.05,26.32,28.09,41.57,1.1,5.16,0.54,1.33,0.46,0.09,1.2,272.0,263.05,254.99,260.0,17.31,18.41,2.46,17.55,0.0,98.13,94.23,85.07,75.94,6.98,1552.27,1630.7,48.71,684.91,71.6,8.15,47.39,9.0,6.5,19.91,32.2,56.17,85.36,10.17,66.83,91.93,2.88,86.55,82.82,3.01,2123.7,736.75,16.07,78.03,66.73,33.84,79.17,12.36,34.36,6.0,31.18,1334.24,0.0,2.37,-0.76,20.71,1.23,2.37,55.0,15.81,36.57,0.0,33.79,271.16,1210.47,42.95,76.69,47.37,75.7,84.57,16.01,12.62,841.12,3352.78,6.12,1400.0,1.49,39.56,null,0.49,1.32,45.0,41.36,55.97,45.0,2.51,78.67,28.76,91.2,43.14,7.66,78.09,63.7,81.88
MoldingMachine_57,Timestamp_2,2017-01-01T00:00:30Z,null,null,null,null,1030.47,594.86,3276.0,0.03,300.1,-0.0,10.07,13.87,3.49,23.05,51.47,0.93,15.46,1.03,0.13,55.21,-0.02,0.06,26.32,28.09,41.57,1.1,5.16,0.54,1.33,0.46,0.07,1.2,272.0,262.14,255.13,260.0,19.54,18.43,7.03,17.55,0.0,98.13,94.23,85.07,75.94,6.98,1546.03,1584.39,48.71,714.91,71.6,8.15,47.39,9.0,6.5,19.91,34.27,56.17,85.36,10.17,66.83,91.93,2.88,86.55,82.82,2.96,2136.7,736.75,16.07,78.03,70.45,33.81,79.17,7.51,33.14,6.0,31.18,1324.86,0.0,2.37,-1.76,20.71,1.2,2.84,55.0,15.81,36.57,0.0,33.79,292.16,1212.47,42.95,76.69,47.37,75.7,84.57,16.01,12.62,844.12,3450.78,6.12,1400.0,1.31,42.6,null,0.51,1.37,45.0,45.08,54.55,45.0,2.66,77.92,28.76,91.2,43.14,7.66,78.09,63.7,81.88
MoldingMachine_57,Timestamp_3,2017-01-01T00:00:40Z,null,null,null,null,1389.44,574.12,3276.0,0.61,293.81,-0.0,9.05,16.0,3.15,7.35,51.47,1.02,15.46,1.05,-0.02,55.21,0.02,-0.0,26.32,28.09,41.57,1.1,5.16,0.54,1.33,0.47,0.06,1.2,272.0,262.9,255.29,260.0,17.63,18.41,6.62,17.55,0.0,98.13,94.23,85.07,75.94,6.98,1542.93,1658.5,48.71,744.91,71.6,8.15,47.39,9.0,6.5,19.91,34.8,56.17,85.36,10.17,66.83,91.93,2.88,86.55,82.82,2.99,2149.7,736.75,16.07,78.03,70.88,31.34,79.17,7.48,33.23,6.0,31.18,1318.2,0.0,2.37,-2.76,20.71,1.22,1.97,55.0,15.81,36.57,0.0,33.79,313.16,1214.47,42.95,76.69,47.37,75.7,84.57,16.01,12.62,847.12,3548.78,6.12,1400.0,3.35,42.54,null,0.49,1.37,45.0,45.35,54.25,45.0,2.2,77.23,28.76,91.2,43.14,7.66,78.09,63.7,81.88
MoldingMachine_57,Timestamp_4,2017-01-01T00:00:50Z,null,null,null,null,864.41,530.71,3276.0,2.06,81.65,-0.0,10.27,17.01,3.61,24.53,51.47,0.9,15.46,1.05,0.06,55.21,0.0,0.03,26.32,28.09,41.57,1.1,5.16,0.56,1.33,0.45,0.06,1.2,272.0,261.91,254.85,260.0,18.56,17.86,6.54,17.55,0.0,98.13,94.23,85.07,75.94,6.98,1565.76,1571.86,48.71,774.91,71.6,8.15,47.39,9.0,6.5,19.91,33.07,56.17,85.36,10.17,66.83,91.93,2.88,86.55,82.82,2.98,2162.7,736.75,16.07,78.03,70.94,28.34,79.17,7.54,33.36,6.0,31.18,1370.73,-0.01,2.37,-3.76,20.71,1.21,2.36,55.0,15.81,36.57,0.0,33.79,334.16,1216.47,42.95,76.69,47.37,75.7,84.57,16.01,12.62,850.12,3646.78,6.12,1410.0,3.44,42.48,null,0.58,1.34,45.0,44.72,54.99,45.0,21.43,80.38,28.76,91.2,43.14,7.66,78.09,63.7,81.88
MoldingMachine_57,Timestamp_5,2017-01-01T00:01:00Z,null,null,null,null,835.22,579.45,3276.0,-0.69,304.55,-0.0,9.4,14.02,3.48,6.24,51.47,0.85,15.46,0.96,0.07,55.21,-0.02,0.01,26.32,28.09,41.57,1.1,5.16,0.56,1.33,0.47,0.06,1.2,272.0,260.01,254.85,260.0,18.13,15.5,7.03,17.55,0.0,98.13,94.23,85.07,75.94,6.98,1549.73,1601.91,48.71,804.91,71.6,8.15,47.39,9.0,6.5,19.91,34.09,56.17,85.36,10.17,66.83,91.93,2.88,86.55,82.82,3.04,2175.7,736.75,16.07,78.03,71.15,31.94,79.17,7.51,35.05,6.0,31.18,1328.4,-0.0,2.37,-4.76,20.71,1.24,3.0,55.0,15.81,36.57,0.0,33.79,355.16,1218.47,42.95,76.69,47.37,75.7,84.57,16.01,12.62,853.12,3744.78,6.12,1410.0,3.36,40.06,null,0.57,1.28,45.0,45.12,53.99,45.0,24.02,79.41,28.76,91.2,43.14,7.66,78.09,63.7,81.88
MoldingMachine_57,Timestamp_6,2017-01-01T00:01:10Z,null,null,null,null,1068.1,534.71,3276.0,0.86,294.38,0.0,8.73,7.95,3.44,14.95,51.47,1.01,15.46,1.06,0.04,55.21,0.03,0.01,26.32,28.09,41.57,1.1,5.16,0.54,1.33,0.47,0.07,1.2,272.0,260.08,254.86,260.0,18.11,14.76,6.78,17.55,0.0,98.13,94.23,85.07,75.94,6.98,1541.81,1628.48,48.71,834.91,71.6,8.15,47.39,9.0,6.5,19.91,34.75,56.17,85.36,10.17,66.83,91.93,2.88,86.55,82.82,3.06,2188.7,736.75,16.07,78.03,69.4,35.38,79.17,7.5,32.05,5.9,31.18,1341.31,-0.0,2.37,-5.76,20.71,1.2,2.47,55.0,15.81,36.57,0.0,33.79,376.16,1220.47,42.95,76.69,47.37,75.7,84.57,16.01,12.62,537.21,3842.78,6.12,1410.0,3.62,41.57,null,0.59,1.25,45.0,44.91,55.23,45.0,21.87,83.09,28.76,91.2,43.14,7.66,78.09,63.7,81.88
MoldingMachine_57,Timestamp_7,2017-01-01T00:01:20Z,null,null,null,null,1057.04,547.19,3276.0,1.31,275.19,-0.0,9.71,8.99,3.3,7.98,51.47,0.91,15.46,1.02,0.09,55.21,0.02,0.0,26.32,28.09,41.57,1.1,5.16,0.56,1.33,0.46,0.07,1.2,272.0,259.92,255.11,260.0,19.18,16.16,6.36,17.55,0.0,98.13,94.23,85.07,75.94,6.98,1541.85,1567.26,48.71,864.91,71.6,8.15,47.39,9.0,6.5,19.91,33.37,56.17,85.36,10.17,66.83,91.93,2.88,86.55,82.82,2.99,2201.7,736.75,16.07,78.03,69.78,35.82,79.17,7.49,33.22,5.9,31.18,1321.97,-0.0,2.37,-6.76,20.71,1.21,2.89,55.0,15.81,36.57,0.0,33.79,397.16,1222.47,42.95,76.69,47.37,75.7,84.57,16.01,12.62,540.21,3940.78,6.12,1410.0,3.26,40.04,null,0.59,1.35,45.0,45.02,55.84,45.0,23.79,83.15,28.76,91.2,43.14,7.66,78.09,63.7,81.88
MoldingMachine_57,Timestamp_8,2017-01-01T00:01:30Z,null,null,null,5946.56,1108.86,615.67,3276.0,1.17,300.23,-0.0,9.86,9.47,3.52,18.1,51.47,0.91,15.46,1.06,-0.07,55.21,0.06,0.03,26.32,28.09,41.57,1.1,5.16,0.54,1.33,0.45,0.06,1.2,272.0,260.31,254.73,260.0,18.88,15.84,7.22,17.55,0.0,98.13,94.23,85.07,75.94,6.98,1545.56,1589.24,48.71,894.91,71.6,8.15,47.39,9.0,6.5,19.91,32.29,56.17,85.36,10.17,66.83,91.93,2.88,86.55,82.82,3.1,2214.7,736.75,16.07,78.03,67.79,34.15,79.17,7.66,32.68,6.0,31.18,1309.92,-0.0,2.37,-7.76,20.71,1.22,2.32,55.0,15.81,36.57,0.0,33.79,418.16,1224.47,42.95,76.69,47.37,75.7,84.57,16.01,12.62,543.21,4038.78,6.12,1410.0,3.62,41.95,null,0.57,1.35,45.0,45.22,54.24,45.0,23.02,79.23,28.76,91.2,43.14,7.66,78.09,63.7,81.88
MoldingMachine_57,Timestamp_9,2017-01-01T00:01:40Z,null,null,null,5946.56,1251.95,565.37,3276.0,1.75,5.59,0.0,8.68,9.3,3.36,14.43,51.47,0.92,15.46,1.01,-0.1,55.21,0.01,0.01,26.32,28.09,41.57,1.1,5.16,0.56,1.33,0.46,0.06,1.2,272.0,260.17,255.01,260.0,17.23,15.85,6.55,17.55,0.0,98.13,94.23,85.07,75.94,6.98,1555.71,1522.19,48.71,924.91,71.6,8.15,47.39,9.0,6.5,19.91,32.76,56.17,85.36,10.17,66.83,91.93,2.88,86.55,82.82,3.13,2227.7,736.75,16.07,78.03,69.14,33.04,79.17,7.66,32.99,6.0,31.18,1346.66,0.01,2.37,-8.76,20.71,1.2,2.05,55.0,15.81,36.57,0.0,33.79,439.16,1226.47,42.95,76.69,47.37,75.7,84.57,16.01,12.62,546.21,2929.89,6.12,1410.0,3.31,40.66,null,0.58,1.41,45.0,44.95,54.39,45.0,23.54,81.89,28.76,91.2,43.14,7.66,78.09,63.7,81.88
